beta,CVA,SE,uplift,lam_mean,lam_p5,lam_p95,lam_max,cap_hit_rate
-5.0,337.6244514824983,2.1256219045452363,-0.09193020073965807,0.020072748916811448,0.017424108233721747,0.022952670857050706,0.031655603356100834,0.0
0.0,371.80451520082113,2.4324688204199547,2.220446049250313e-16,0.02,0.02,0.02,0.02,0.0
2.0,386.73583897795027,2.570715610377455,0.040159070604789404,0.020009719969261458,0.018928173248020517,0.021134003250068558,0.02357864588258918,0.0
5.0,410.61996616751503,2.796989438866525,0.10439747065935667,0.02006592977997025,0.017427165774789404,0.02295669853713738,0.030182287841551962,0.0
10.0,454.8052733152626,3.2316297471884115,0.2232376281649262,0.020271978570641523,0.015185305347099564,0.02635050038625051,0.04554852496751476,0.0
